customer_id,title,first_name,last_name,dob,gender,nationality,email,phone,employment_status,annual_income_gbp,source_channel,consent_obtained,pep_flag,created_at,updated_at,data_masked,address_type,address_line1,address_line2,city,county,postcode,country,raw_address,std_address,std_provider,std_status,classification,geo_lat,geo_lon,is_primary,id_type,id_value_masked,issuing_country,expiry_date,document_present,name_on_document,dob_on_document,address_on_document,upload_channel
CUST-0237,Mx,Lucas,King,11/7/79,Unspecified,United States,lucas.king237@gmail.com,4.47158E+11,Self-Employed,40956.76,MOBILE,TRUE,FALSE,2025-10-14T13:51:47Z,2025-12-31T19:12:47Z,TRUE,Current,59 Station Road,Flat 15,Birmingham,West Midlands,NW4 2LJ,United Kingdom,59 Station Road Flat 15 Birmingham West Midlands NW4 2LJ,"59 Station Road, Birmingham, West Midlands, NW4 2LJ, United Kingdom",RoyalMail,PARTIAL,Residential,56.764048,1.301758,TRUE,UK_PASSPORT,UKP-MW7J77D8X,United Kingdom,11/5/84,TRUE,Lucas King,,,MOBILE
CUST-0238,Mx,Oliver,Hall,3/4/94,Prefer-Not-To-Say,United States,oliver.hall238@gmail.com,4.47687E+11,Retired,113809.46,MOBILE,TRUE,FALSE,2025-12-06T20:48:47Z,2026-01-10T10:14:47Z,TRUE,Current,182 Victoria Road,,Manchester,Greater Manchester,CR9 9CB,United Kingdom,182 Victoria Road  Manchester Greater Manchester CR9 9CB,"182 Victoria Road, Manchester, Greater Manchester, CR9 9CB, United Kingdom",Custom,STANDARDIZED,Residential,51.121771,1.304665,TRUE,UK_PASSPORT,UKP-EORIZHJN2,United Kingdom,3/3/96,TRUE,Oliver Hall,3/4/94,"182 Victoria Road, Manchester, CR9 9CB",MOBILE
CUST-0239,Dr,Mia,Brown,4/19/45,Non-Binary,France,mia.brown239@gmail.com,4.47541E+11,Student,16006.64,WEB,TRUE,FALSE,2025-11-16T09:15:47Z,2025-12-25T04:26:47Z,TRUE,Current,195 New Road,Flat 10,Birmingham,West Midlands,M9 9LH,United Kingdom,195 New Road Flat 10 Birmingham West Midlands M9 9LH,"195 New Road, Birmingham, West Midlands, M9 9LH, United Kingdom",,STANDARDIZED,Organization,56.742711,-2.548281,TRUE,UK_DL,UKDL-QWFAG5P5,United Kingdom,,TRUE,Mia Brown,4/19/45,"195 New Road, Birmingham, M9 9LH",WEB
CUST-0240,Dr,Ava,Adams,5/11/85,Non-Binary,France,ava.adams240@gmail.com,4.47114E+11,Student,20459.21,WEB,TRUE,FALSE,2025-11-01T09:51:47Z,2025-12-21T18:17:47Z,TRUE,Current,118 New Road,Flat 19,Edinburgh,City of Edinburgh,N6 0GS,United Kingdom,118 New Road Flat 19 Edinburgh City of Edinburgh N6 0GS,"118 New Road, Edinburgh, City of Edinburgh, N6 0GS, United Kingdom",RoyalMail,STANDARDIZED,Residential,52.045938,-2.614993,TRUE,UK_DL,UKDL-PR2DU3QK,United Kingdom,,TRUE,Ava Adams,5/11/85,"118 New Road, Edinburgh, N6 0GS",WEB
CUST-0241,Mrs,Isla,Walker,2/14/88,Female,Canada,isla.walker241@gmail.com,4.47597E+11,Salaried,32667.84,MOBILE,TRUE,FALSE,2025-12-31T20:55:47Z,2025-12-27T16:52:47Z,TRUE,Current,93 New Road,Apartment 11,Edinburgh,City of Edinburgh,EC0 1GS,United Kingdom,93 New Road Apartment 11 Edinburgh City of Edinburgh EC0 1GS,"93 New Road, Edinburgh, City of Edinburgh, EC0 1GS, United Kingdom",RoyalMail,STANDARDIZED,Residential,52.073426,-1.580551,TRUE,UK_PASSPORT,UKP-JV8WZIYGS,United Kingdom,2/13/92,TRUE,Isla Walker,2/14/88,"93 New Road, Edinburgh, EC0 1GS",MOBILE
CUST-0242,Mx,Grace,Davies,5/27/01,Female,United States,grace.davies242@gmail.com,4.47043E+11,Student,21498.62,MOBILE,TRUE,FALSE,2025-10-20T13:04:47Z,2025-11-20T00:20:47Z,TRUE,Business,50 London Road,,Sheffield,South Yorkshire,WC9 6XI,United Kingdom,50 London Road  Sheffield South Yorkshire WC9 6XI,"50 London Road, Sheffield, South Yorkshire, WC9 6XI, United Kingdom",ISO,STANDARDIZED,Residential,51.844901,-2.9084,TRUE,UK_PASSPORT,UKP-IG648UGOW,United Kingdom,5/26/04,TRUE,Grace Davies,5/27/01,"50 London Road, Sheffield, WC9 6XI",MOBILE
CUST-0243,,Amelia,Lewis,12/12/65,Unspecified,United Kingdom,amelia.lewis243@gmail.com,4.47722E+11,Student,21568.35,API,TRUE,FALSE,2025-12-20T01:47:47Z,2026-01-09T09:49:47Z,TRUE,Current,111 New Road,Apartment 49,Newcastle upon Tyne,Tyne and Wear,N3 7JR,United Kingdom,111 New Road Apartment 49 Newcastle upon Tyne Tyne and Wear N3 7JR,"111 New Road, Newcastle upon Tyne, Tyne and Wear, N3 7JR, United Kingdom",,STANDARDIZED,Residential,55.588914,-1.944315,TRUE,UK_PASSPORT,UKP-WHEE70KMP,United Kingdom,12/10/72,FALSE,Amelia Lewis,12/12/65,"111 New Road, Newcastle upon Tyne, N3 7JR",API
CUST-0244,Dr,Liam,Evans,2/3/51,Male,Germany,liam.evans244@gmail.com,4.47145E+11,Salaried,70951.27,MOBILE,TRUE,FALSE,2025-12-29T08:39:47Z,2025-11-14T02:42:47Z,TRUE,Current,52 Queens Road,Flat 8,Glasgow,Glasgow City,EC7 1QI,United Kingdom,52 Queens Road Flat 8 Glasgow Glasgow City EC7 1QI,,RoyalMail,FAILED,Residential,50.414023,-2.887971,TRUE,UK_DL,UKDL-XELM5L8N,United Kingdom,,FALSE,Liam Evans,2/3/51,,MOBILE
CUST-0245,Mx,Arthur,Johnson,8/26/82,Prefer-Not-To-Say,United Kingdom,arthur.johnson245@gmail.com,4.47814E+11,Self-Employed,146636.74,MOBILE,TRUE,FALSE,2025-11-02T10:01:47Z,2025-12-29T22:20:47Z,TRUE,Permanent,128 Station Road,Apartment 39,Birmingham,West Midlands,E5 7VR,United Kingdom,128 Station Road Apartment 39 Birmingham West Midlands E5 7VR,"128 Station Road, Birmingham, West Midlands, E5 7VR, United Kingdom",,PARTIAL,Organization,54.680936,-5.041755,TRUE,UK_DL,UKDL-4G7FU787,United Kingdom,,TRUE,Arthur Johnson,8/26/82,"128 Station Road, Birmingham, E5 7VR",MOBILE
CUST-0246,Mrs,Ava,Clark,7/6/60,Female,United Kingdom,ava.clark246@gmail.com,4.4788E+11,Unemployed,9270.6,API,TRUE,FALSE,2025-12-15T08:27:47Z,2026-01-03T22:04:47Z,TRUE,Current,23 Church Street,Apartment 38,London,Greater London,HVKFM,United Kingdom,23 Church Street Apartment 38 London Greater London HVKFM,"23 Church Street, London, Greater London, HVKFM, United Kingdom",Custom,STANDARDIZED,Residential,56.74931,-5.132953,TRUE,FOREIGN_PASSPORT,NZ-P-LOUEN5NAC,France,7/5/67,TRUE,Ava Clark,7/6/60,"23 Church Street, London, HVKFM",API
CUST-0247,Mrs,Ella,Wilson,11/23/94,Non-Binary,Canada,ella.wilson247@gmail.com,4.47461E+11,Other,133833.79,MOBILE,TRUE,FALSE,2025-11-09T01:07:47Z,2026-01-02T14:17:47Z,TRUE,Current,3 London Road,,Glasgow,Glasgow City,SW7 2VW,United Kingdom,3 London Road  Glasgow Glasgow City SW7 2VW,"3 London Road, Glasgow, Glasgow City, SW7 2VW, United Kingdom",ISO,STANDARDIZED,Residential,56.31552,-2.080242,TRUE,UK_DL,UKDL-SSQGHZMF,United Kingdom,,TRUE,Ella Wilson,11/23/94,,MOBILE
CUST-0248,Mr,Evie,Young,8/10/86,Non-Binary,United Kingdom,evie.young248@gmail.com,4.47957E+11,Other,134831.34,WEB,TRUE,FALSE,2025-10-16T05:45:47Z,2025-12-15T14:18:47Z,TRUE,Current,12 Green Lane,Apartment 1,Leeds,West Yorkshire,EC4 2LO,United Kingdom,12 Green Lane Apartment 1 Leeds West Yorkshire EC4 2LO,"12 Green Lane, Leeds, West Yorkshire, EC4 2LO, United Kingdom",RoyalMail,STANDARDIZED,Residential,51.071683,-3.457361,TRUE,UK_PASSPORT,UKP-EP7S9KJ9U,United Kingdom,8/10/87,TRUE,Evie Young,8/10/86,"12 Green Lane, Leeds, EC4 2LO",WEB
CUST-0249,Mx,Oliver,Adams,6/30/54,Female,India,oliver.adams249@gmail.com,4.47131E+11,Retired,179860.76,BRANCH,TRUE,FALSE,2025-11-21T03:42:47Z,2025-11-18T10:35:47Z,TRUE,Current,176 Victoria Road,,Bristol,Bristol,CR7 9IL,United Kingdom,176 Victoria Road  Bristol Bristol CR7 9IL,"176 Victoria Road, Bristol, Bristol, CR7 9IL, United Kingdom",,STANDARDIZED,Unknown,56.290037,-2.320438,TRUE,UK_DL,UKDL-B1TJC308,United Kingdom,,TRUE,Oliver Adams,6/30/54,"176 Victoria Road, Bristol, CR7 9IL",BRANCH
CUST-0250,Dr,Oliver,Davies,5/16/91,Unspecified,Canada,oliver.davies250@gmail.com,4.47833E+11,Self-Employed,124863.54,API,TRUE,FALSE,2025-12-17T02:50:47Z,2025-12-15T21:10:47Z,TRUE,Current,196 Park Road,,Liverpool,Merseyside,WC4 3ME,United Kingdom,196 Park Road  Liverpool Merseyside WC4 3ME,"196 Park Road, Liverpool, Merseyside, WC4 3ME, United Kingdom",ISO,STANDARDIZED,Residential,56.332732,1.19013,TRUE,UK_DL,UKDL-2BNYLRJZ,United Kingdom,,TRUE,Oliver Davies,5/16/91,,API
CUST-0251,Mr,Isla,Smith,2/22/45,Prefer-Not-To-Say,United States,isla.smith251@gmail.com,4.47005E+11,Other,177295.09,API,TRUE,FALSE,2025-11-25T16:55:47Z,2025-12-04T12:27:47Z,TRUE,Current,93 Station Road,,Glasgow,Glasgow City,SE5 2JJ,United Kingdom,93 Station Road  Glasgow Glasgow City SE5 2JJ,"93 Station Road, Glasgow, Glasgow City, SE5 2JJ, United Kingdom",Custom,PARTIAL,Residential,51.064118,-2.593699,TRUE,FOREIGN_PASSPORT,NZ-P-GCIY4Y4KB,Germany,2/22/47,TRUE,Isla Smith,2/22/45,,API
CUST-0252,,Oliver,Davies,7/23/65,Non-Binary,Australia,oliver.davies252@gmail.com,4.47135E+11,Other,179205.66,API,FALSE,FALSE,2025-11-23T18:43:47Z,2026-01-08T08:15:47Z,TRUE,Correspondence,107 London Road,,Newcastle upon Tyne,Tyne and Wear,CR8 4QA,United Kingdom,107 London Road  Newcastle upon Tyne Tyne and Wear CR8 4QA,"107 London Road, Newcastle upon Tyne, Tyne and Wear, CR8 4QA, United Kingdom",,STANDARDIZED,Residential,51.671627,-3.353547,TRUE,UK_PASSPORT,UKP-V9CIABTYM,United Kingdom,7/21/72,TRUE,Oliver Davies,7/23/65,,API
CUST-0253,Mx,Noah,Roberts,7/4/97,Unspecified,Australia,noah.roberts253@gmail.com,4.47837E+11,Salaried,43311.49,WEB,TRUE,FALSE,2025-12-31T07:51:47Z,2025-12-14T08:34:47Z,TRUE,Permanent,6 Station Road,Flat 26,Sheffield,South Yorkshire,CR1 2LC,United Kingdom,6 Station Road Flat 26 Sheffield South Yorkshire CR1 2LC,"6 Station Road, Sheffield, South Yorkshire, CR1 2LC, United Kingdom",RoyalMail,STANDARDIZED,Residential,56.045833,-5.432483,TRUE,UK_PASSPORT,UKP-VGHDIMFLF,United Kingdom,7/2/05,TRUE,Noah Roberts,7/4/97,"6 Station Road, Sheffield, CR1 2LC",WEB
CUST-0254,Mr,Ella,Adams,2/4/61,Non-Binary,United Kingdom,ella.adams254@gmail.com,4.47073E+11,Other,57004.85,BRANCH,TRUE,FALSE,2025-11-17T05:15:47Z,2025-11-28T16:45:47Z,TRUE,Current,148 Park Road,Flat 7,Birmingham,West Midlands,XVCKS,United Kingdom,148 Park Road Flat 7 Birmingham West Midlands XVCKS,"148 Park Road, Birmingham, West Midlands, XVCKS, United Kingdom",Custom,STANDARDIZED,Unknown,54.146157,-1.289122,TRUE,UK_PASSPORT,UKP-QSKEDE5WD,United Kingdom,2/3/67,TRUE,Ella Adams,2/4/61,,BRANCH
CUST-0255,,William,Lewis,9/13/37,Female,Canada,william.lewis255@gmail.com,4.47748E+11,Retired,77245.03,BRANCH,TRUE,FALSE,2025-12-17T07:14:47Z,2025-12-10T18:35:47Z,TRUE,Permanent,105 Green Lane,,London,Greater London,N7 7OE,United Kingdom,105 Green Lane  London Greater London N7 7OE,"105 Green Lane, London, Greater London, N7 7OE, United Kingdom",,STANDARDIZED,Residential,50.171359,-4.523976,TRUE,UK_PASSPORT,UKP-LJLNGBZ4J,United Kingdom,9/11/44,TRUE,William Lewis,9/13/37,"105 Green Lane, London, N7 7OE",BRANCH
CUST-0256,,William,Johnson,3/9/66,Non-Binary,Ireland,william.johnson256@gmail.com,4.47512E+11,Unemployed,24260.77,BRANCH,TRUE,FALSE,2025-10-31T20:21:47Z,2025-12-05T20:40:47Z,TRUE,Current,56 New Road,Flat 14,Sheffield,South Yorkshire,DN2 5UJ,United Kingdom,56 New Road Flat 14 Sheffield South Yorkshire DN2 5UJ,"56 New Road, Sheffield, South Yorkshire, DN2 5UJ, United Kingdom",RoyalMail,STANDARDIZED,Residential,50.905997,-3.52672,TRUE,UK_DL,UKDL-X0PNUOU4,United Kingdom,,TRUE,William Johnson,3/9/66,,BRANCH
CUST-0257,Ms,Henry,Wright,2/5/53,Non-Binary,India,henry.wright257@gmail.com,4.47058E+11,Unemployed,12063.83,MOBILE,TRUE,TRUE,2025-12-17T14:06:47Z,2025-11-20T14:46:47Z,TRUE,Current,119 New Road,,Sheffield,South Yorkshire,M7 6YG,United Kingdom,119 New Road  Sheffield South Yorkshire M7 6YG,"119 New Road, Sheffield, South Yorkshire, M7 6YG, United Kingdom",RoyalMail,STANDARDIZED,Residential,55.934409,-5.086851,TRUE,UK_PASSPORT,UKP-U5U8MMHSD,United Kingdom,2/5/56,TRUE,Henry Wright,2/5/53,"119 New Road, Sheffield, M7 6YG",MOBILE
CUST-0258,Ms,Elijah,Brown,9/23/87,Prefer-Not-To-Say,Canada,elijah.brown258@gmail.com,4.47573E+11,Unemployed,636.63,BRANCH,TRUE,FALSE,2025-12-25T15:01:47Z,2026-01-07T05:39:47Z,TRUE,Business,71 Station Road,Apartment 18,Edinburgh,City of Edinburgh,E7 4FS,United Kingdom,71 Station Road Apartment 18 Edinburgh City of Edinburgh E7 4FS,"71 Station Road, Edinburgh, City of Edinburgh, E7 4FS, United Kingdom",Custom,STANDARDIZED,Residential,56.074164,-1.631974,TRUE,UK_PASSPORT,UKP-ZLUCSUC6D,United Kingdom,9/22/89,TRUE,Elijah Brown,9/23/87,"71 Station Road, Edinburgh, E7 4FS",BRANCH
CUST-0259,,William,Walker,7/2/86,Non-Binary,Canada,william.walker259@gmail.com,4.47809E+11,Student,9688.13,MOBILE,FALSE,FALSE,2025-12-16T00:08:47Z,2025-12-04T15:12:47Z,TRUE,Current,30 Main Street,Apartment 17,Liverpool,Merseyside,WCSLQ,United Kingdom,30 Main Street Apartment 17 Liverpool Merseyside WCSLQ,"30 Main Street, Liverpool, Merseyside, WCSLQ, United Kingdom",Custom,STANDARDIZED,Residential,50.295231,-0.190306,TRUE,UK_DL,UKDL-S5B09ECM,United Kingdom,,TRUE,William Walker,7/2/86,"30 Main Street, Liverpool, WCSLQ",MOBILE
CUST-0260,Mx,Oliver,Evans,3/26/57,Unspecified,United Kingdom,oliver.evans260@gmail.com,4.47395E+11,Student,9023.46,BRANCH,TRUE,FALSE,2025-12-15T14:55:47Z,2025-11-11T18:43:47Z,TRUE,Permanent,8 New Road,,Glasgow,Glasgow City,CR2 1BM,United Kingdom,8 New Road  Glasgow Glasgow City CR2 1BM,"8 New Road, Glasgow, Glasgow City, CR2 1BM, United Kingdom",Custom,PARTIAL,Organization,51.400998,-1.508551,TRUE,UK_PASSPORT,UKP-OQN6BTANL,United Kingdom,3/25/61,TRUE,Oliver Evans,3/26/57,,BRANCH
CUST-0261,Mx,Olivia,Smith,6/29/99,Female,United Kingdom,olivia.smith261@gmail.com,4.479E+11,Salaried,166943.83,API,TRUE,FALSE,2025-10-13T12:45:47Z,2025-12-12T05:49:47Z,TRUE,Current,14 Station Road,Apartment 14,Birmingham,West Midlands,N5 1IN,United Kingdom,14 Station Road Apartment 14 Birmingham West Midlands N5 1IN,"14 Station Road, Birmingham, West Midlands, N5 1IN, United Kingdom",,STANDARDIZED,Residential,50.840536,-4.507133,TRUE,UK_PASSPORT,UKP-4LAHFP39R,United Kingdom,6/27/07,TRUE,Olivia Smith,,"14 Station Road, Birmingham, N5 1IN",API
CUST-0262,,Henry,Johnson,3/3/62,Unspecified,France,henry.johnson262@gmail.com,4.47145E+11,Unemployed,3642.39,MOBILE,TRUE,FALSE,2025-11-17T05:01:47Z,2025-12-03T23:20:47Z,TRUE,Current,1 New Road,,Leeds,West Yorkshire,NW7 3WX,United Kingdom,1 New Road  Leeds West Yorkshire NW7 3WX,"1 New Road, Leeds, West Yorkshire, NW7 3WX, United Kingdom",RoyalMail,STANDARDIZED,Residential,53.193802,-2.192674,TRUE,UK_DL,UKDL-ZX3WSJ58,United Kingdom,,TRUE,Henry Johnson,3/3/62,,MOBILE
CUST-0263,Mrs,Mia,Baker,9/24/68,Unspecified,Canada,mia.baker263@gmail.com,4.47583E+11,Retired,102745.61,BRANCH,TRUE,FALSE,2025-11-08T04:18:47Z,2025-12-11T03:03:47Z,TRUE,Permanent,140 Park Road,Flat 2,Manchester,Greater Manchester,E0 4RV,United Kingdom,140 Park Road Flat 2 Manchester Greater Manchester E0 4RV,"140 Park Road, Manchester, Greater Manchester, E0 4RV, United Kingdom",ISO,STANDARDIZED,PO_Box,55.51407,-2.07574,TRUE,UK_DL,UKDL-W0GO3JMA,United Kingdom,,TRUE,Mia BakerX,9/24/68,"140 Park Road, Manchester, E0 4RV",BRANCH
CUST-0264,Dr,Olivia,Smith,6/1/95,Non-Binary,Australia,olivia.smith264@gmail.com,4.47413E+11,Salaried,59436.71,API,FALSE,FALSE,2025-12-30T15:46:47Z,2025-12-25T13:25:47Z,TRUE,Current,170 Green Lane,,Bristol,Bristol,EC6 5GJ,United Kingdom,170 Green Lane  Bristol Bristol EC6 5GJ,"170 Green Lane, Bristol, Bristol, EC6 5GJ, United Kingdom",,STANDARDIZED,Residential,54.303622,-5.206876,TRUE,UK_PASSPORT,UKP-Y8G1W5BYC,United Kingdom,5/31/96,TRUE,Olivia Smith,6/1/95,"170 Green Lane, Bristol, EC6 5GJ",API
CUST-0265,Dr,James,Wilson,11/29/93,Female,Australia,james.wilson265@gmail.com,4.47961E+11,Salaried,50257.94,BRANCH,TRUE,FALSE,2025-10-28T15:08:47Z,2025-12-27T16:48:47Z,TRUE,Current,47 Park Road,,Manchester,Greater Manchester,NW0 4SD,United Kingdom,47 Park Road  Manchester Greater Manchester NW0 4SD,"47 Park Road, Manchester, Greater Manchester, NW0 4SD, United Kingdom",ISO,PARTIAL,Residential,52.053726,-4.360777,TRUE,UK_DL,UKDL-YLYCTLOV,United Kingdom,,TRUE,James Wilson,11/29/93,"47 Park Road, Manchester, NW0 4SD",BRANCH
CUST-0266,Mr,Elijah,Smith,4/26/93,Unspecified,Australia,elijah.smith266@gmail.com,4.47858E+11,Student,13934.21,MOBILE,TRUE,FALSE,2025-10-13T18:38:47Z,2026-01-10T19:17:47Z,TRUE,Correspondence,18 Queens Road,,Sheffield,South Yorkshire,WC5 7MQ,United Kingdom,18 Queens Road  Sheffield South Yorkshire WC5 7MQ,"18 Queens Road, Sheffield, South Yorkshire, WC5 7MQ, United Kingdom",Custom,PARTIAL,PO_Box,50.847076,-4.366033,TRUE,UK_DL,UKDL-L0H9COMJ,United Kingdom,,TRUE,Elijah Smith,4/26/93,"18 Queens Road, Sheffield, WC5 7MQ",MOBILE
CUST-0267,Mr,Evie,Wright,5/16/71,Prefer-Not-To-Say,United Kingdom,evie.wright267@gmail.com,4.47338E+11,Salaried,139884.09,BRANCH,TRUE,FALSE,2025-11-06T18:06:47Z,2025-11-30T10:17:47Z,TRUE,Current,19 Park Road,Apartment 43,Sheffield,South Yorkshire,NW2 1PQ,United Kingdom,19 Park Road Apartment 43 Sheffield South Yorkshire NW2 1PQ,"19 Park Road, Sheffield, South Yorkshire, NW2 1PQ, United Kingdom",,STANDARDIZED,Unknown,54.388587,-2.60544,TRUE,UK_PASSPORT,UKP-ZBMXZ2OI4,United Kingdom,5/15/73,TRUE,Evie Wright,5/16/71,"19 Park Road, Sheffield, NW2 1PQ",BRANCH
CUST-0268,Ms,Mia,Johnson,2/2/90,Non-Binary,United States,mia.johnson268@gmail.com,4.47546E+11,Student,14860.85,WEB,TRUE,FALSE,2025-12-06T22:58:47Z,2025-12-03T17:30:47Z,TRUE,Current,121 Victoria Road,,Edinburgh,City of Edinburgh,E8 9TV,United Kingdom,121 Victoria Road  Edinburgh City of Edinburgh E8 9TV,"121 Victoria Road, Edinburgh, City of Edinburgh, E8 9TV, United Kingdom",Custom,STANDARDIZED,Residential,54.839969,1.326587,TRUE,UK_DL,UKDL-UPMWTMV7,United Kingdom,,TRUE,Mia Johnson,2/2/90,,WEB
CUST-0269,Dr,Leo,Evans,12/27/01,Prefer-Not-To-Say,Germany,leo.evans269@gmail.com,4.47143E+11,Retired,169429.67,WEB,TRUE,FALSE,2025-12-27T03:12:47Z,2025-12-31T03:47:47Z,TRUE,Current,124 Queens Road,,Leeds,West Yorkshire,NW5 2IT,United Kingdom,124 Queens Road  Leeds West Yorkshire NW5 2IT,"124 Queens Road, Leeds, West Yorkshire, NW5 2IT, United Kingdom",Custom,STANDARDIZED,Residential,53.854784,-2.748433,TRUE,UK_PASSPORT,UKP-0MRD15G41,United Kingdom,12/26/04,TRUE,Leo Evans,12/27/01,"124 Queens Road, Leeds, NW5 2IT",WEB
CUST-0270,Mr,Elijah,Wilson,6/14/58,Female,Germany,elijah.wilson270@gmail.com,4.4709E+11,Salaried,110540.92,MOBILE,TRUE,TRUE,2025-12-07T04:19:47Z,2026-01-10T23:49:47Z,TRUE,Current,60 Church Street,,Bristol,Bristol,NW5 3EA,United Kingdom,60 Church Street  Bristol Bristol NW5 3EA,"60 Church Street, Bristol, Bristol, NW5 3EA, United Kingdom",,STANDARDIZED,Residential,55.639972,0.275836,TRUE,UK_PASSPORT,UKP-HGP0OP3KL,United Kingdom,6/12/66,TRUE,Elijah Wilson,6/14/58,"60 Church Street, Bristol, NW5 3EA",MOBILE
CUST-0271,Ms,Oliver,Baker,7/30/75,Non-Binary,United States,oliver.baker271@gmail.com,4.47608E+11,Self-Employed,133819.27,MOBILE,TRUE,FALSE,2026-01-08T15:13:47Z,2025-12-14T16:46:47Z,TRUE,Current,128 High Street,,Edinburgh,City of Edinburgh,SE9 3LE,United Kingdom,128 High Street  Edinburgh City of Edinburgh SE9 3LE,"128 High Street, Edinburgh, City of Edinburgh, SE9 3LE, United Kingdom",,STANDARDIZED,Residential,52.64365,0.01649,TRUE,UK_DL,UKDL-4BPE2BYW,United Kingdom,,TRUE,Oliver Baker,7/30/75,"128 High Street, Edinburgh, SE9 3LE",MOBILE
CUST-0272,Mrs,Henry,Hill,10/28/60,Female,India,henry.hill272@gmail.com,4.47983E+11,Salaried,118593.03,API,TRUE,FALSE,2025-12-08T01:52:47Z,2025-12-08T03:44:47Z,TRUE,Current,158 Station Road,Flat 23,Birmingham,West Midlands,DN1 8IO,United Kingdom,158 Station Road Flat 23 Birmingham West Midlands DN1 8IO,"158 Station Road, Birmingham, West Midlands, DN1 8IO, United Kingdom",ISO,STANDARDIZED,Residential,56.097061,-4.19786,TRUE,UK_DL,UKDL-41KPBMEE,United Kingdom,,TRUE,Henry Hill,10/28/60,,API
CUST-0273,,Poppy,Hill,10/4/03,Non-Binary,Australia,poppy.hill273@gmail.com,4.47088E+11,Retired,103680.67,WEB,FALSE,FALSE,2025-11-04T18:04:47Z,2025-12-31T14:48:47Z,TRUE,Current,62 Main Street,,Birmingham,West Midlands,E4 7HO,United Kingdom,62 Main Street  Birmingham West Midlands E4 7HO,"62 Main Street, Birmingham, West Midlands, E4 7HO, United Kingdom",Custom,STANDARDIZED,Residential,54.480953,-0.218405,TRUE,UK_PASSPORT,UKP-Z98Z737WZ,United Kingdom,10/3/05,TRUE,Poppy Hill,10/4/03,,WEB
CUST-0274,Mrs,Oliver,Hall,5/11/68,Male,Ireland,oliver.hall274@gmail.com,4.47506E+11,Self-Employed,171531.52,MOBILE,TRUE,FALSE,2025-11-01T15:41:47Z,2026-01-08T15:37:47Z,TRUE,Current,195 London Road,,Liverpool,Merseyside,N3 2AH,United Kingdom,195 London Road  Liverpool Merseyside N3 2AH,"195 London Road, Liverpool, Merseyside, N3 2AH, United Kingdom",Custom,STANDARDIZED,PO_Box,54.990232,-2.89903,TRUE,UK_DL,UKDL-DW3Y1ESW,United Kingdom,,TRUE,Oliver Hall,5/11/68,,MOBILE
CUST-0275,Mrs,Leo,Lewis,6/16/88,Prefer-Not-To-Say,Germany,leo.lewis275@gmail.com,4.47077E+11,Other,135052.05,MOBILE,TRUE,FALSE,2025-12-25T01:20:47Z,2025-12-15T12:33:47Z,TRUE,Permanent,14 Green Lane,Flat 26,Glasgow,Glasgow City,SE7 6YQ,United Kingdom,14 Green Lane Flat 26 Glasgow Glasgow City SE7 6YQ,"14 Green Lane, Glasgow, Glasgow City, SE7 6YQ, United Kingdom",ISO,STANDARDIZED,Residential,53.964454,-5.028976,TRUE,UK_DL,UKDL-MFYRZOCC,United Kingdom,,TRUE,Leo LewisX,6/16/88,"14 Green Lane, Glasgow, SE7 6YQ",MOBILE
CUST-0276,Mx,Amelia,Roberts,12/1/88,Female,Canada,amelia.roberts276@gmail.com,4.47714E+11,Self-Employed,150018.96,BRANCH,TRUE,FALSE,2025-12-23T13:02:47Z,2025-12-28T00:30:47Z,TRUE,Current,187 London Road,,Edinburgh,City of Edinburgh,E8 8XK,United Kingdom,187 London Road  Edinburgh City of Edinburgh E8 8XK,"187 London Road, Edinburgh, City of Edinburgh, E8 8XK, United Kingdom",,STANDARDIZED,Residential,54.773701,-0.484051,TRUE,UK_DL,UKDL-V6T5ZDTQ,United Kingdom,,TRUE,Amelia Roberts,12/1/88,"187 London Road, Edinburgh, E8 8XK",BRANCH
CUST-0277,Ms,Isla,Thomas,2/20/62,Female,Canada,isla.thomas277@gmail.com,4.47297E+11,Unemployed,8178.57,MOBILE,TRUE,FALSE,2025-10-13T09:51:47Z,2026-01-02T06:13:47Z,TRUE,Current,122 Queens Road,,Birmingham,West Midlands,FBEJL,United Kingdom,122 Queens Road  Birmingham West Midlands FBEJL,"122 Queens Road, Birmingham, West Midlands, FBEJL, United Kingdom",Custom,STANDARDIZED,PO_Box,53.010739,-3.854221,TRUE,UK_PASSPORT,UKP-GFFAJ815F,United Kingdom,2/20/64,TRUE,Isla Thomas,2/20/62,"122 Queens Road, Birmingham, FBEJL",MOBILE
CUST-0278,Ms,Amelia,Baker,11/5/91,Female,Australia,amelia.baker278@gmail.com,4.47033E+11,Other,94570.97,BRANCH,TRUE,FALSE,2025-11-13T02:54:47Z,2025-11-27T02:41:47Z,TRUE,Permanent,19 Park Road,,Newcastle upon Tyne,Tyne and Wear,BSDED,United Kingdom,19 Park Road  Newcastle upon Tyne Tyne and Wear BSDED,"19 Park Road, Newcastle upon Tyne, Tyne and Wear, BSDED, United Kingdom",Custom,STANDARDIZED,Residential,53.474909,-3.933457,TRUE,UK_DL,UKDL-6TSZ0PTU,United Kingdom,,TRUE,Amelia Baker,11/5/91,"19 Park Road, Newcastle upon Tyne, BSDED",BRANCH
